,precinct,total_vacant_pct,unemployment_rate,tot_units_pct,spanish_spking_pct,not_usborn_pct,non_white_pct,all_rates,total_share,allocation
34,63.0,0.03831915957978989,0.07830434782608696,0.3070212488192967,0.06313978758860074,0.01830762023974996,0.6276119460293812,1.1327041100829054,0.01068442956491186,213
35,66.0,0.0428041690192428,0.0599795918367347,0.31085042597195606,0.0898383393734702,0.026995616947801834,0.3867711515473502,0.9172392946965559,0.008652020021042818,173
36,67.0,0.061937784174544507,0.08169387755102044,0.3979459009138007,0.06256020410819817,0.016694436489547264,0.9579872953060321,1.5788194985431432,0.014892490967176777,297
37,68.0,0.06049406730208131,0.0647608695652174,0.47692177946447395,0.11011596036263968,0.030326797385620916,0.33337550073792954,1.075994974817963,0.010149510731271372,202
38,69.0,0.05639401934916448,0.06767647058823527,0.31551081117080315,0.05237978954846157,0.02226612795808729,0.9343670914176619,1.4485943100324137,0.013664119107452157,273
39,70.0,0.037671869193608334,0.07785714285714286,0.40613248481342207,0.13206348807083296,0.023688546238885187,0.5596458351674611,1.2370593663413525,0.011668778765463537,233
40,71.0,0.03432637800024123,0.10958333333333335,0.4366074061591608,0.07190251506087543,0.02762564772296415,0.7218688124025783,1.4019140926791533,0.013223799795510064,264
41,72.0,0.04020276942658387,0.06124242424242424,0.3901555690642739,0.4099163505911967,0.05780114215262378,0.4996189970632807,1.4589372525403832,0.013761680721060363,275
42,73.0,0.04369515252820727,0.15558333333333335,0.37484702818597454,0.1383648414477742,0.027392968681162682,0.9364909979146883,1.6763743220911405,0.015812693897172055,316
43,75.0,0.07258584708783912,0.09652830188679246,0.40205336303031225,0.27112223052788414,0.045669275322522414,0.8144752431948661,1.7024342610502163,0.016058508827828367,321
44,76.0,0.030222258673009105,0.07207142857142858,0.46664625511883345,0.14688660109456925,0.055283401584446404,0.3405985686402082,1.111708513682495,0.01048638493091024,209
45,77.0,0.030324246269636368,0.07908695652173912,0.5319166269042327,0.10266854422940402,0.032085374794884026,0.7370093218662352,1.5130910705861313,0.014272496078248834,285
46,78.0,0.040646957443987795,0.04326315789473685,0.46256208990004294,0.0745692034095787,0.027325688354694302,0.36655424051021035,1.0149213375132509,0.009573422969033615,191
47,79.0,0.0691602980965491,0.10191666666666668,0.46022435582353005,0.14876953829013337,0.037476379285862525,0.688446876604297,1.5059941147670388,0.014205552801624865,284
48,81.0,0.05984744768237824,0.09195,0.37652805734203937,0.1212627031273013,0.02409298443713486,0.851809121704551,1.5254903142934046,0.014389454112451466,287
49,83.0,0.055826778772262914,0.09065517241379312,0.36535396658931946,0.45666768511713557,0.06558270505949677,0.6198234502349318,1.6539097581869397,0.015600792970350727,312
50,84.0,0.028443508032657362,0.06281250000000001,0.7300378766030263,0.11178404568264405,0.03945319259387437,0.29018861394704965,1.2627197368592515,0.011910824696936292,238
51,88.0,0.02581738761938912,0.07777777777777778,0.5643096280490049,0.12170265994628601,0.0339943342776204,0.5711342481880726,1.3947360358581506,0.013156091519505553,263
52,90.0,0.024692293126301838,0.07523076923076925,0.47042160679131667,0.25721310161142336,0.06256847881276668,0.25154773251619,1.141673982088768,0.010769039450935759,215
53,94.0,0.018786475666811363,0.04677272727272726,0.6650627917047587,0.12628911450063354,0.037177821617026735,0.1506198976727774,1.044708828434735,0.009854398685315562,197
54,101.0,0.011289855671808447,0.10691666666666669,0.3408799357176086,0.21836277260104037,0.04076856929388049,0.5997293372992938,1.3179471372502984,0.01243176680730626,248
55,102.0,0.06243213897937025,0.06938461538461539,0.360464442060708,0.3641318528397066,0.039493520424433944,0.564976951845302,1.4608835215341363,0.013780039243637458,275
56,103.0,0.024878097323116733,0.11463636363636365,0.3753092874949814,0.23296701244619564,0.02316504981279353,0.9016815902746006,1.6726374009880516,0.01577744473548881,315
57,104.0,0.0523684136810555,0.05618032786885248,0.4042029223444426,0.2553343259416097,0.031737045612803515,0.18219079591709642,0.9820138313658602,0.00926301716361726,185
58,105.0,0.024504208331430834,0.071,0.310288644993105,0.08821807053667567,0.017969473147326068,0.845632544345165,1.3576129413537026,0.012805921439840783,256
59,106.0,0.03108820652303581,0.09114285714285718,0.2834372506322951,0.17350582252458174,0.03257503009318744,0.6957950687747677,1.307544235690725,0.01233363961946032,246
60,107.0,0.038616101580440355,0.07807894736842103,0.3766327919311143,0.13728807092072295,0.02205461506175038,0.6032903857649797,1.2559609126274287,0.011847070905629534,236
61,108.0,0.06147242496087272,0.044620689655172414,0.5330926693872157,0.2889619508649033,0.02092454607034877,0.46028218811439525,1.409354469052908,0.013293982446560918,265
62,109.0,0.055324527464469385,0.04725806451612904,0.43589236747808824,0.15060646333462308,0.014383527076358866,0.6564902511649815,1.35995520103465,0.01282801521381145,256
63,110.0,0.04209576388151608,0.05512903225806452,0.31836541549069647,0.36242979387425145,0.014900317159869982,0.7231639372890999,1.5160842599534985,0.014300729860297824,286
64,111.0,0.028898801344523595,0.048567567567567575,0.3715196782985007,0.0797734894716587,0.01338328503098419,0.5538041045215711,1.0959469262348058,0.010337711001490396,206
65,112.0,0.055943813405011714,0.05056250000000001,0.5068559374175969,0.12256306583457853,0.02156104421200668,0.3927133690779643,1.150199729947158,0.010849460058286162,216
66,113.0,0.04429615796305996,0.08891489361702128,0.2921054557308125,0.0501799506383092,0.014861727393077388,0.9750464013198598,1.4654045866621401,0.013822684980938615,276
67,114.0,0.07120760239334606,0.06803448275862067,0.5611625960903757,0.1971600388779451,0.03212628055531012,0.40131083124996747,1.331001831925565,0.01255490749736618,251
68,115.0,0.08049179756887606,0.056749999999999995,0.35441084797649686,0.655334802278717,0.02200332055721172,0.5267588769357059,1.6957496453170076,0.0159954550211597,319
69,120.0,0.05248772154601751,0.058156250000000013,0.41441744393904534,0.16519176651740677,0.0261588290472735,0.440009911329003,1.1564219223787462,0.010908151976310336,218
70,121.0,0.026330656551390177,0.0484,0.4082167184192536,0.141568721120821,0.02822643747271664,0.34593241139600206,0.9986749449601835,0.009420176030692012,188
71,122.0,0.022477048084702238,0.058687500000000004,0.40730393421014927,0.06539585661480271,0.016125103871171095,0.15201724977793063,0.7220066925587559,0.00681045436612248,136
72,123.0,0.01757675181626435,0.04447058823529411,0.37672529650084857,0.032509638116913056,0.010869245332993261,0.07484868401691203,0.5570002040192255,0.005254001812573423,105
